anime_id,people_id,staff_role
343,8975,Animation Director
39942,8975,Character Design
34498,8975,Animation Director
32924,8975,Character Design
3457,8975,Key Animation
10521,8975,Key Animation (OP)
1195,8975,Key Animation (OP)
13655,14725,Music
18195,14725,Music
6512,14725,Music
1807,14725,Music
8861,14725,Music
7081,21593,Original Character Design
12651,21593,Original Character Design
5231,21593,Original Character Design
10507,21593,Original Character Design
12585,21593,Original Character Design
15785,21593,Original Character Design
13261,21593,Original Character Design
18097,21593,Original Character Design
10999,21593,Original Character Design
16964,21593,Original Character Design
33733,21593,Original Character Design
38235,21593,Original Character Design
9032,21593,Original Character Design
6172,21593,Original Character Design
33737,21593,"Original Character Design, Character Design"
10808,21593,Original Character Design
17655,21593,Original Character Design
32593,21593,Character Design
19157,21593,Original Character Design
24591,21593,Original Character Design
28257,21593,Original Character Design
32222,21593,Original Character Design
34471,21593,Original Character Design
37969,21593,Original Character Design
37324,21593,Original Character Design
35434,20536,Script (ADR)
41457,18819,Original Character Design
48569,18819,Original Character Design
50475,18819,Original Character Design
31442,18819,Original Character Design
33075,18819,Original Character Design
35905,18819,Original Character Design
235,22701,Storyboard (eps 398)
20115,22701,Episode Director
1426,22701,"Director, Character Design"
16994,22701,Director
3640,22701,Director
19049,22701,Character Design
5278,22701,"Storyboard (eps 12, 20), Episode Director (ep 2)"
20227,22701,Director
28669,37014,Theme Song Performance (OP)
35639,37014,Theme Song Performance (ED)
12471,15905,Music
237,15905,"Theme Song Composition (Storywriter), Inserted Song Performance (Storywriter (with SUPERCAR))"
4246,15905,"Theme Song Arrangement (ED), Theme Song Composition (ED), Theme Song Lyrics (ED), Theme Song Performance (ED (as iLL))"
33391,15905,Music
5505,15905,"Theme Song Arrangement (OP), Theme Song Composition (OP), Theme Song Lyrics (OP), Theme Song Performance (OP (as iLL))"
9919,86,Theme Song Performance (ED3)
12967,86,Theme Song Performance (ED)
15411,86,Theme Song Performance
27727,86,Theme Song Performance
35182,86,Inserted Song Performance
69,86,Theme Song Performance (ED1/OP2)
14765,86,Inserted Song Performance (ep 19)
37308,86,Theme Song Performance (ED)
20971,86,Theme Song Performance (OP)
1579,86,"Theme Song Performance (ED, ""stella quintet"")"
5717,86,Theme Song Performance (ED)
41833,86,Theme Song Performance (OP)
37964,86,"Theme Song Lyrics (OP), Theme Song Performance ((OP))"
39382,86,"Theme Song Lyrics (OP), Theme Song Performance (OP)"
39972,86,"Theme Song Lyrics (OP), Theme Song Performance (OP)"
34209,86,Theme Song Performance (ED3)
31174,86,"Theme Song Performance, Inserted Song Performance"
35067,86,Theme Song Performance (ED)
42391,86,Theme Song Performance (ED)
32026,86,Theme Song Performance
34238,86,Theme Song Performance (ED)
15651,86,Theme Song Performance
2369,86,Theme Song Performance (ED2)
31540,86,Theme Song Performance
23433,86,Theme Song Performance
11371,86,Theme Song Performance (ED)
13245,86,Theme Song Performance (ED)
12815,86,Theme Song Performance
3470,86,Theme Song Performance
7705,86,Theme Song Performance
40660,86,Theme Song Performance
21067,86,Theme Song Performance
6956,86,Theme Song Performance
25879,86,Theme Song Performance (ED)
10521,86,Theme Song Performance
38860,20564,Theme Song Performance (ED)
13599,20564,Theme Song Performance (OP)
33775,20564,Theme Song Performance (ED)
30484,20564,Theme Song Performance (ED)
31430,20564,Theme Song Performance (ED)
5958,11305,Theme Song Performance (OP 1 & 2 & ED 1)
12783,11305,Theme Song Performance (ED)
8407,11305,Theme Song Performance (OP 2 & 3 & ED 1 & 2)
7858,11305,Theme Song Performance (OP)
9790,11305,Theme Song Performance (OP & ED)
7661,16325,Original Creator
11759,6731,"Theme Song Performance (OP1, ED1)"
13939,6731,Theme Song Performance (OP1)
30382,6731,Theme Song Performance (OP)
38328,6731,Theme Song Performance (OP)
11633,6731,Theme Song Performance (OP)
18441,6731,Theme Song Performance (OP)
14345,6731,Theme Song Performance (ED)
35077,6731,Theme Song Performance
8630,6731,Theme Song Performance (OP)
10604,6731,Theme Song Performance (OP)
20457,6731,Theme Song Performance (OP)
22057,6731,Theme Song Performance (OP)
34012,6731,Theme Song Performance (OP)
38920,6731,Theme Song Performance (ED)
37601,6731,Theme Song Performance (OP)
1070,6731,Theme Song Performance (ED)
23133,6731,Theme Song Performance (OP1)
3572,6731,"Theme Song Performance, Inserted Song Performance"
5310,6731,"Theme Song Performance, Inserted Song Performance"
7222,6731,"Theme Song Performance, Inserted Song Performance"
10050,6731,Inserted Song Performance
15177,6731,Theme Song Performance
35062,6731,Theme Song Performance (OP2)
6890,6731,Theme Song Performance (OP)
7769,6731,Theme Song Performance (OP)
37598,6731,Theme Song Performance (ED)
9981,6731,Theme Song Performance (OP)
44274,6731,Theme Song Performance (ED)
6902,6731,Theme Song Performance (ED)
6634,6731,Inserted Song Performance
5220,6731,Theme Song Performance (OP)
38440,6731,Theme Song Performance (ED)
33433,6731,Theme Song Performance (ED)
29758,6731,Theme Song Performance (OP)
2537,137,Theme Song Performance (OP)
2803,137,Theme Song Performance (ED2)
38162,137,Theme Song Performance (ED2)
10435,2329,Original Creator
269,33493,ADR Director (ep 1-51)
442,33493,ADR Director
594,33493,ADR Director
44025,51394,Theme Song Performance (ED)
38816,51394,Inserted Song Performance
37007,51394,Theme Song Performance (OP)
42249,51394,Theme Song Performance (OP)
33975,817,Theme Song Performance (ED)
9925,817,Theme Song Performance (ED)
16405,817,Theme Song Performance
14237,817,Theme Song Performance (OP)
11785,817,"Theme Song Performance (OP, ED)"
26023,817,Theme Song Performance (OP)
15699,817,Theme Song Performance
7596,817,Theme Song Performance (ED)
1852,817,Theme Song Performance (OP)
3604,817,Theme Song Performance (OP)
7062,817,Theme Song Performance (OP)
11239,817,Theme Song Performance (OP)
11237,817,Theme Song Performance (OP)
17831,817,Theme Song Performance (OP)
33012,817,Inserted Song Performance
36220,817,Theme Song Performance (ED)
16692,817,Theme Song Performance
10080,817,"Theme Song Performance (ED1), Inserted Song Performance (ep 7)"
10805,817,Theme Song Performance (ED)
16706,817,Theme Song Performance
19685,817,Theme Song Performance
24451,817,Theme Song Performance
4903,817,Theme Song Performance
6379,817,Theme Song Performance
18897,817,Theme Song Performance
24227,817,Theme Song Performance
27787,817,Theme Song Performance
32553,817,Theme Song Performance
17549,817,Theme Song Performance (ED)
36990,817,Theme Song Performance (ED)
39808,817,Theme Song Performance (ED)
23623,817,Theme Song Performance (ED)
32547,817,Theme Song Performance (ED)
21667,817,Theme Song Performance
21707,817,"Theme Song Performance (ED), Inserted Song Performance"
22215,817,Theme Song Performance
10257,817,"Theme Song Performance, Inserted Song Performance"
12863,817,Inserted Song Performance
14515,817,Theme Song Performance
11763,817,"Theme Song Performance, Inserted Song Performance"
5262,817,Inserted Song Performance
10232,817,"Theme Song Performance (ED4), Inserted Song Performance (ep 10)"
29829,817,Inserted Song Performance
41132,817,Theme Song Performance
6956,817,Theme Song Performance (OP)
25879,817,Theme Song Performance (OP)
31715,817,Theme Song Performance
10521,817,Theme Song Performance (OP)
14355,817,Theme Song Performance
21435,817,"Theme Song Performance, Inserted Song Performance"
27887,817,Theme Song Performance
35673,817,Theme Song Performance
19429,28053,Theme Song Performance
48492,54212,Music
7669,35807,Episode Director
6408,35807,Assistant Director
9919,35807,"Episode Director (eps 17, 22)"
36649,35807,Episode Director (ep 21)
11285,35807,"Storyboard (ep 7), Episode Director (ep 7)"
31043,35807,Storyboard (ep 7)
10793,35807,"Episode Director (eps 6, 12)"
13411,35807,"Director, Storyboard, Episode Director"
28791,35807,Director
37259,35807,"Director, Script"
6045,35807,"Episode Director (eps 8, 18, 24)"
9656,35807,"Episode Director (eps 2, 8)"
39582,35807,Director (Chief Director)
33724,35807,Director
20907,35807,Episode Director
4021,35807,Episode Director (ep 11)
9745,35807,Episode Director
6634,35807,"Storyboard (ep 8), Episode Director (eps 8, 11)"
15751,35807,Storyboard (eps 7-8)
17391,35807,"Storyboard (ep 1), Episode Director (ep 1)"
16498,35807,"Storyboard (eps 5, 22), Episode Director (eps 5, 8, 14, 22)"
7092,35807,Episode Director
4938,35807,Assistant Director
12431,35807,"Storyboard (eps 30, 40), Episode Director (eps 14, 30, 40, 49)"
46095,35807,"Director, Episode Director (ep 1)"
6171,512,ADR Director
9130,512,ADR Director
37435,47898,"Script, Series Composition"
40554,42588,Executive Producer
23931,42588,Planning
33064,42588,Executive Producer
50706,42588,Executive Producer
40389,42588,Executive Producer
7144,42588,Executive Producer
9624,12628,Theme Song Performance (ED)
19319,12628,"Theme Song Lyrics (ED1), Theme Song Performance"
32686,12628,Theme Song Performance (OP)
10456,12628,Theme Song Performance
10465,12628,Theme Song Performance (OP & ED)
10808,12628,Inserted Song Performance
13333,12628,Theme Song Performance
6680,8222,Director
7477,8222,Director
3215,8222,Director
7255,8222,Director
7169,8222,Director
7170,8222,Director
7259,8222,Director
7171,8222,Director
7473,8222,Director
8647,8222,Director
7257,8222,Director
7510,8222,Director
7258,8222,Director
11013,7517,Theme Song Performance (OP)
13403,7517,Theme Song Performance (OP)
22817,7517,Theme Song Performance
19257,7517,Theme Song Performance (OP)
31722,7517,Theme Song Performance (OP)
1735,7517,Theme Song Performance (ED23)
6973,7517,Theme Song Performance (OP)
2404,7517,Theme Song Performance (ED)
35849,28755,Theme Song Performance (ED)
38397,28755,Theme Song Performance (ED4)
22877,28755,Theme Song Performance
29786,28755,Theme Song Performance (SOX)
40358,46146,Original Character Design
309,411,Theme Song Performance (OP)
1614,411,Theme Song Performance (ED 3)
2495,411,Theme Song Performance
145,411,Theme Song Performance (ED)
52,411,Theme Song Performance (OP)
554,411,Theme Song Performance
555,411,Theme Song Performance
557,411,Theme Song Performance
556,411,Theme Song Performance
1597,411,Theme Song Performance (OP/ED)
1711,411,Theme Song Performance (OP 2)
38670,10569,"Storyboard (eps 2, 6), Episode Director (ep 6)"
16201,10569,"Animation Director (eps 3, 5-7, 10-11, 13), Key Animation (eps 2, 13)"
1222,10569,"Director (Chief Director), Storyboard (eps 1-2, 9-10, 18, 22), Episode Director (eps 1, 26)"
35817,10569,"Animation Director, Key Animation"
8687,10569,"Storyboard, Key Animation"
5096,10569,Key Animation
653,10569,Storyboard
820,10569,"Key Animation (eps 26, 54)"
3014,10569,In-Between Animation
4551,10569,"Director, Storyboard (eps 1, 4, 12, ED), Episode Director (ED), Layout (ED)"
7083,10569,Director
5927,10569,Key Animation (eps 1-4)
160,10569,"Episode Director (eps 3, 8), Animation Director (eps 3, 8, 12)"
636,10569,"Episode Director (eps 4, 10, 12)"
2602,10569,"Director, Storyboard (eps 1, 5, 8, 13, OP), Episode Director (ep 13, OP), Key Animation (ep 13, ED)"
6045,10569,"Storyboard (ep 9), Episode Director (eps 3, 9)"
4782,10569,"Animation Director (eps 41, 47)"
10721,10569,"Episode Director (ep 5), Key Animation (ep 5)"
1935,10569,In-Between Animation (part II)
3345,10569,"Animation Director (eps 7, 12, 17, 21, 26)"
457,10569,"Storyboard (ep 4), Episode Director (eps 4, 7, 9, 11-13, 20, 26), Key Animation (eps 4, 7)"
21939,10569,"Storyboard (ep 2), Episode Director (eps 1-2, 8, 10)"
24687,10569,Episode Director (Chief Unit Director)
21329,10569,"Episode Director, In-Between Animation"
3199,10569,"Animation Director (eps 3, 7, 11, 15, 19, 25)"
8476,10569,"Storyboard (ep 5), Episode Director (ep 5)"
12929,10569,Storyboard (ep 37)
3869,10569,Animation Director
6091,10569,Key Animation
34449,10569,"Director, Episode Director (eps 1, 12)"
38481,10569,"Storyboard (eps 6, 13)"
7058,10569,"Storyboard (eps 13, 19, 23, OP), Episode Director (eps 6, 13, 22, OP), Key Animation (ep 6, OP)"
9331,10569,Episode Director (ep 9)
5784,12200,Theme Song Composition
54,12200,Theme Song Arrangement
22677,12200,Music
2969,12200,Theme Song Arrangement
5503,12200,Music
25457,12200,Music
3446,12200,Music
6920,12200,Music
17269,12200,Music
11705,12200,Music
6867,12200,Music
6875,12200,Music
15847,12200,Music
37302,12200,Music
28595,12200,Music
14629,12200,Music
36194,12200,Music
7279,12200,Music
5505,12200,Music
6918,12200,Music
6919,12200,Music
4744,33717,2nd Key Animation
5675,33717,"2nd Key Animation, In-Between Animation"
5973,33717,Key Animation
5041,33717,In-Between Animation
11061,33717,"Animation Director, Key Animation"
4246,33717,2nd Key Animation
5084,33717,2nd Key Animation
4081,33717,2nd Key Animation
7079,33717,Key Animation
7720,33717,2nd Key Animation
4654,33717,2nd Key Animation
29854,33717,"Character Design, Chief Animation Director"
31098,33717,Character Design
37141,1650,Theme Song Performance (OP)
286,42740,Theme Song Performance (OP)
1471,42740,Theme Song Performance (OP2)
115,42740,Theme Song Performance (OP)
970,42740,"Theme Song Performance (OP1, OP2, ED2)"
37141,32927,Theme Song Performance (OP)
47639,53615,Music
1887,2520,Original Creator
4472,2520,Original Creator
40085,2520,"Original Creator, Original Character Design"
17637,2520,Original Creator
2471,30363,Theme Song Performance (ED 8)
1126,30363,Theme Song Performance
3602,30363,Theme Song Performance
9154,30363,"Theme Song Arrangement (ending), Theme Song Performance (ending)"
3313,30363,"Theme Song Performance (OP, ED)"
2770,30363,Theme Song Performance (ED)
34490,30363,Theme Song Performance
2493,30363,Theme Song Performance
7144,30363,Theme Song Performance
7113,4075,Mechanical Design
159,4075,Character Design (Monster design)
2058,4075,Character Design
3784,4075,Character Design (Costume design)
3785,4075,Character Design (Costume Design)
31931,4075,"Storyboard (eps 3, 11)"
33697,4075,Character Design
1288,4075,Mechanical Design
1096,4075,Mechanical Design
1095,4075,Mechanical Design
1289,4075,2nd Key Animation
324,4075,Mechanical Design
33741,4075,Mechanical Design
35136,4075,Mechanical Design
207,4075,"Original Character Design, Character Design"
90,4075,Character Design (clothing/uniforms)
91,4075,Character Design (clothing/uniforms)
2273,4075,Character Design (clothing/uniforms)
86,4075,Mechanical Design
87,4075,Mechanical Design
165,4075,"Director, Script (ep 1), Storyboard (ep 1), Creator, Mechanical Design, Screenplay (ep 1)"
758,4075,Original Creator
2161,4075,"Script (eps 1, 6, 9, 13), Series Composition"
2158,4075,Mechanical Design
5037,4075,Mechanical Design
566,4075,"Character Design (Monster design), Producer (Supervisor)"
3974,4075,Producer (Creative producer)
6380,4075,Producer (Creative producer)
5074,4075,Producer (Creative producer)
2816,4075,Mechanical Design (cooperation)
12029,4075,"Director (General), Script (1-3,5,11,12,16), Storyboard (1,4,8,13-15,20,23,26), Mechanical Design, Layout ( Supervision), Series Composition"
23249,4075,"Director, Screenplay"
33060,40902,Theme Song Performance
40550,48506,Theme Song Performance (ED)
41745,49872,Director
3215,49872,Animation Director
41656,49872,Animation Director
30407,49872,Animation Director
40674,49872,Animation Director
29780,49872,Animation Director
40673,49872,Animation Director
30408,49872,Animation Director
36399,49872,Animation Director
1666,3679,Original Creator
1664,3679,Original Creator
1665,3679,Original Creator
2036,3679,Original Creator
2321,3679,Original Creator
3356,3679,Original Creator
17719,3679,Original Creator
3875,3679,Original Creator
3399,3679,Original Creator
2906,3679,Original Creator
1712,3679,Original Creator
2686,3679,Original Creator
4208,3679,Original Creator
2337,3679,Original Creator
10005,3679,Original Creator
970,3679,Original Creator
5241,40491,"Director, Creator"
1600,6576,Theme Song Performance (ED)
489,6576,Theme Song Performance (OP)
1588,6576,Theme Song Performance (OP)
35503,6576,Theme Song Performance (OP)
9989,12557,"Theme Song Arrangement (OP, ED2, R1), Theme Song Composition (OP, ED2, R1), Theme Song Lyrics (OP, ED2, R1), Theme Song Performance (OP, ED2, R1)"
15039,12557,"Theme Song Arrangement (ED), Theme Song Composition (ED), Theme Song Lyrics (ED), Theme Song Performance (ED)"
34566,12557,Theme Song Performance (ED)
28891,12557,"Theme Song Arrangement (ED1), Theme Song Composition (ED1), Theme Song Lyrics (ED1), Theme Song Performance (ED1)"
25517,12557,"Theme Song Arrangement (ED2), Theme Song Composition (ED2), Theme Song Lyrics (ED2), Theme Song Performance (ED2)"
10808,12557,"Theme Song Arrangement (OP1), Theme Song Composition (OP1), Theme Song Lyrics (OP1), Theme Song Performance (OP1)"
7720,12557,"Theme Song Arrangement (OP), Theme Song Composition (OP), Theme Song Lyrics (OP), Theme Song Performance (OP)"
30585,12557,"Theme Song Arrangement (ED), Theme Song Composition (ED), Theme Song Lyrics (ED), Theme Song Performance (ED)"
6271,43780,"Director, Animation Director"
1538,43780,Planning
2950,8269,Music
35745,9558,Original Creator
5071,9558,Original Creator
5375,9558,Original Creator
12781,9558,Original Creator
2473,904,Theme Song Performance (OP&ED)
2474,904,Theme Song Performance (Opening Song)
3421,904,Theme Song Performance (ED)
1918,904,Theme Song Performance (OP & ED)
2086,904,Theme Song Performance (ED)
2085,904,Theme Song Performance (ED)
561,904,"Theme Song Performance (OP, ED)"
1165,904,"Theme Song Performance (OP, ED (2))"
2758,904,Theme Song Performance
22101,904,Inserted Song Performance (ep 12)
1176,904,Theme Song Performance (OP & ED)
1234,457,Theme Song Performance
1856,457,Theme Song Performance (ED)
275,457,Theme Song Performance (OP)
330,2541,Original Creator
28013,46475,Inserted Song Performance
27775,46475,Theme Song Performance (ED2)
21639,35797,Theme Song Performance (OP 1-2)
975,1869,Original Creator
976,1869,Original Creator
6166,10814,ADR Director
5060,10814,ADR Director
7337,10814,ADR Director
8479,10814,ADR Director
21,10814,ADR Director
4214,10814,ADR Director
5277,10814,ADR Director
9355,10814,ADR Director
2104,10814,ADR Director
3667,10814,ADR Director
6381,10814,ADR Director
31629,41922,Music
36587,41922,Music
38062,6553,Original Character Design
22123,6553,Principle Drawing (ep 1)
40369,6553,Original Creator
34383,6553,Principle Drawing (ep 5)
18897,6553,Principle Drawing (ep 9)
11597,6553,Principle Drawing (ep 4)
37221,6553,Original Character Design
37993,6553,Principle Drawing (ep 1)
35968,6553,"Production Assistant (ep 2, 6, 7, 11)"
10495,6553,Original Creator
23225,6553,Original Creator
30902,6553,Original Creator
30279,6553,Original Creator
37773,6553,Original Creator
12665,6553,Original Creator
12403,6553,Original Creator
13817,32581,Original Creator
13819,32581,Original Creator
13831,32581,Original Creator
13823,32581,Original Creator
13821,32581,Original Creator
13825,32581,Original Creator
13827,32581,Original Creator
24773,32581,"Original Creator, Original Character Design"
38016,32581,Episode Director
44026,32581,Episode Director
11013,3118,Original Creator
13403,3118,"Script, Original Creator"
40359,45064,Theme Song Performance (OP)
36124,45064,"Theme Song Composition (OP), Theme Song Lyrics (OP), Theme Song Performance (OP)"
23605,45064,"Theme Song Composition (ED3), Theme Song Lyrics (ED3), Theme Song Performance (ED3)"
37786,37750,Original Creator
9776,12072,Theme Song Performance (Opening)
11339,12072,Theme Song Performance
35285,12072,Theme Song Performance (OP)
14373,12072,Theme Song Performance
21855,12072,Theme Song Performance
17074,12072,Theme Song Performance (ED2)
11665,12072,Theme Song Performance (Ending)
15689,12072,Theme Song Performance ((ED))
19825,12072,Theme Song Performance (AG7)
9911,10278,Theme Song Performance
17919,10278,Theme Song Performance (ED)
34257,42204,Theme Song Performance (ED2)
35805,42204,Theme Song Performance (ED1)
35346,42204,Theme Song Performance (ED2)
34213,42204,Theme Song Performance (ED)
37254,42204,Theme Song Performance (ED)
33478,42204,"Theme Song Performance (OP, ED)"
32924,42204,Theme Song Performance (OP)
40074,51532,Music (Composer)
34566,37509,Script
28755,37509,Script
30091,37509,Series Composition
32189,37509,Script
34662,37509,"Script (eps 3, 6, 8-9, 14, 18, 21)"
38085,37509,Script
38086,37509,"Script, Series Composition"
24765,37509,Script
38959,37509,"Script (ep 1, 3-5, 7-12), Series Composition"
38936,37509,"Script, Series Composition"
49361,37509,Script
37979,37509,"Script (ep 4, 6)"
19653,37509,Screenplay
47391,37509,Series Composition
32956,38259,Theme Song Performance (ED 1)
31927,38259,Theme Song Performance
28617,38259,Theme Song Performance (OP)
33255,38259,Theme Song Performance (OP2)
34612,38259,Theme Song Performance (ED)
15097,38259,Theme Song Performance (ED)
4983,2486,Original Creator
22099,15667,Theme Song Performance
516,15667,Theme Song Performance
6073,786,Theme Song Performance (OP)
11101,1922,Original Creator
3807,1922,Original Creator
2051,9682,Director
2819,9682,Director (ep 33 to 43)
2987,9682,"Director, Storyboard, Creator"
3811,9682,Director
2048,9682,"Director, Storyboard"
865,9682,"Director, Storyboard"
6229,9682,Director
81,9682,Director
83,9682,Director
3822,9682,Director
2257,9682,"Director, Storyboard"
5712,9682,Director
4183,9682,Director
740,5162,"Storyboard (ep 70,81,86,89), Episode Director (ep 61,70,81,86,89)"
32494,5162,Director
12875,5162,Director
3602,5162,Director
37007,5162,"Director (Chief Director), Episode Director (ep 1)"
2609,5162,Storyboard (ep 9)
2076,5162,Episode Director
727,5162,Episode Director
2034,5162,"Director, Episode Director (ep 1)"
21835,5162,Director
6219,5162,Director
36118,5162,Director
21,5162,"Director, Episode Director"
462,5162,Director
465,5162,Director
32051,5162,Director
37902,5162,Director (Chief)
40028,5162,Episode Director (ep 13)
32667,36695,Original Creator
40024,11403,ADR Director
40429,11403,ADR Director
36884,11403,ADR Director
37655,11403,ADR Director
6682,20735,Key Animation (ep 6)
6347,20735,Key Animation (Last House)
813,20735,Animation Director
2818,20735,Animation Director
2084,20735,"Animation Director (eps 3, 7, 12, 16)"
20147,20735,Key Animation
4853,20735,Animation Director
306,7998,"Key Animation (eps 3, 12)"
3080,7998,Key Animation
1186,7998,Key Animation (ep 21)
40060,7998,"Director, Storyboard (eps 1, 12, OP), Key Animation (ep 12)"
159,7998,Mechanical Design
9343,7998,Key Animation
2310,7998,Key Animation (OP)
1560,7998,"Key Animation (eps 1, 3)"
42310,7998,Character Design
1678,7998,"Key Animation (eps 31, 46)"
8915,7998,Key Animation (ep 1)
974,7998,Key Animation
3784,7998,Key Animation
504,7998,Key Animation
227,7998,"Storyboard (ep 1), Key Animation (eps 1, 3-5), Setting (ep 1, 3)"
1169,7998,"In-Between Animation (eps 2, 3)"
4334,7998,Key Animation (ep 16)
3270,7998,Key Animation (ep 13)
570,7998,Key Animation
145,7998,"Key Animation (eps 16, 25)"
18679,7998,"2nd Key Animation (ep 15), Key Animation (OP, ep 4, 11, 14, 16, 23, 24), Setting (Set and prop designer)"
9260,7998,Key Animation
31758,7998,Key Animation
146,7998,"Character Design (Monster design), Key Animation (eps 7, 8, 12)"
14349,7998,"Director, Original Creator, Character Design, Animation Director, Key Animation"
33489,7998,"Director, Storyboard (eps 1-2, 25, OP2, ED1, ED2), Original Creator, Character Design"
19489,7998,"Director, Storyboard, Original Creator, Character Design, Animation Director, Key Animation"
631,7998,Key Animation
276,7998,"Key Animation (eps 1, 4, 9, 11)"
277,7998,"Key Animation (OP, eps 1, 10, 13)"
5030,7998,Key Animation (OP)
1162,7998,"Character Design (Monster design), Key Animation (ep 2)"
1138,7998,"Key Animation (ep 1, 26)"
1175,7998,Key Animation (ep 13)
89,7998,"Key Animation (eps 35, 39, 44, 51)"
601,7998,Key Animation
30,7998,"Key Animation (ep 1, 2, 3, 8, 12, 16, 18, 22, 24, 25, 26)"
32,7998,"Key Animation, Assistant Animation Director"
912,7998,Key Animation (ep 22)
464,7998,Key Animation
490,7998,Key Animation (OP)
8795,7998,"Storyboard (ep 12B), Original Character Design, Animation Director (ep 12B), Key Animation (eps 1A, 5B, 12B), Setting (ep 12B)"
592,7998,Key Animation (ep 6)
35848,7998,"Storyboard, Key Animation, Setting"
327,7998,"Key Animation (eps 7, 23)"
151,7998,Key Animation (ep 1)
4581,7998,Key Animation (OP)
3398,7998,Key Animation (ep 1)
440,7998,"Key Animation (ep 20, 21, OP)"
35847,7998,Key Animation (ep 8)
2001,7998,"Mechanical Design, Key Animation (eps 1, 4, 8, 11, 14, 15, 27)"
4107,7998,"Mechanical Design, Key Animation"
4565,7998,"Mechanical Design, Key Animation"
4705,7998,"Director (ep 8), Storyboard (ep 8), Animation Director (ep 8), Key Animation (ep 8), Planning (ep 8)"
8348,7998,Key Animation (ep 7)
2337,7998,Key Animation (ep 3)
10278,7998,Key Animation (OP2)
1043,7998,In-Between Animation (ep 1)
1002,7998,Key Animation (eps 1-5)
1980,7998,Key Animation (ep 2)
343,7998,Key Animation (ep 25)
2699,7998,Key Animation (ep 10)
32681,7998,Key Animation (Effects Artist)
4467,7998,Key Animation
4720,7998,Animation Director (ED(eps 7-13) )
6165,7998,"Animation Director (Next episode previews(eps 2, 4, 6, 8))"
3295,7998,Key Animation (ep 54)
7955,6750,Original Creator
18799,37149,Theme Song Performance
225,11637,ADR Director
813,11637,ADR Director
894,11637,ADR Director
895,11637,ADR Director
897,11637,ADR Director
72,11637,ADR Director
169,11637,ADR Director
33337,42800,Director (3D Director)
34542,42800,"Director, Storyboard (ep 1), Episode Director (ep 1)"
16009,42800,"Storyboard (eps 4, 8-9)"
22535,42800,"Storyboard (OP), Episode Director (OP)"
28623,42800,Director (3D Director)
31764,42800,Episode Director (ep 11)
19815,42800,"Director (3D Director), Storyboard (ep 11, OP2), Episode Director (OP2)"
11933,42800,"Storyboard (OP), Episode Director (OP)"
29803,42800,Storyboard (ep 5)
42935,42800,Key Animation
16498,42800,Director (3D Director)
25777,42800,Producer (3DCG)
38524,42800,Producer (3DCG)
40028,42800,Director (3D Director)
37521,42800,"Director, Storyboard (ep 1, 24), Episode Director (ep 1, 24)"
49387,42800,Director
40438,46007,Character Design
35851,46007,Original Character Design
6219,15623,Music
29970,15623,Theme Song Arrangement
5525,19327,Sound Director
39783,19327,Sound Director
3635,19327,Sound Director
6987,19327,Sound Director
42998,19327,Sound Director
21185,19327,Sound Director
27663,19327,Sound Director
34572,19327,Sound Director
2142,19327,Sound Director
4197,19327,Sound Director
112,19327,Sound Director
12549,19327,Sound Director
18689,19327,Sound Director
30230,19327,Sound Director
129,19327,Sound Manager
1581,19327,Sound Director
32936,19327,Sound Director
7867,19327,Script
1200,19327,Sound Director
10417,19327,Sound Director
5835,19327,Sound Director
2315,19327,Sound Director
22295,19327,Sound Director
42822,19327,Sound Director
2130,19327,Sound Director
3616,19327,Sound Director
40839,19327,Sound Director
42867,19327,Sound Director
1145,19327,Sound Effects
34825,19327,Sound Director
12031,19327,Sound Director
3545,19327,Sound Director
38080,19327,Sound Director
38889,19327,Sound Director
44516,19327,Sound Director
9834,19327,Sound Director
627,19327,Sound Director
1696,19327,Sound Director
6030,19327,Sound Director
19653,19327,Sound Director
4819,19327,Sound Supervisor
470,19327,Sound Director
2966,19327,Sound Director
5341,19327,Sound Director
3383,19327,Music
2244,19327,Sound Director
33726,19327,Sound Director
2143,19327,Sound Director
32105,19327,Sound Director
4714,19327,Sound Director
916,19327,Sound Director
175,19327,Sound Director (Jinnan Studio)
1692,19327,Sound Director
121,6095,Theme Song Performance (ep 26-41)
664,6095,Inserted Song Performance
1698,6095,Theme Song Performance (ep 1-12)
3736,6095,Theme Song Performance (ED 2)
4026,6095,Theme Song Performance (ED)
10261,6095,Inserted Song Performance
1486,24251,Theme Song Performance (ED 2)
4039,43292,"Theme Song Lyrics (ED3), Theme Song Performance (ED3)"
913,43292,"Theme Song Lyrics (ED2), Theme Song Performance (ED2)"
1606,43292,"Theme Song Composition (ED2), Theme Song Lyrics (ED2), Theme Song Performance (ED2)"
738,43292,"Theme Song Composition (ED7), Theme Song Lyrics (ED7), Theme Song Performance (ED7)"
1740,43292,"Theme Song Lyrics (ED), Theme Song Performance (ED)"
407,43292,"Theme Song Lyrics (ED2), Theme Song Performance (ED2)"
200,43292,"Theme Song Lyrics (OP1, OP2, ED5), Theme Song Performance (OP1, OP2, ED5)"
35346,33979,Inserted Song Performance
28817,33979,Theme Song Performance
33836,33979,Theme Song Performance (ED)
25835,33979,"Theme Song Performance (ED1, ED2)"
44276,24039,Original Character Design
23135,26553,Theme Song Performance (プリパラドリーム☆オールスターズ)
101,5055,"Director, Storyboard (OP, ED, ep 1, 6, 9, 12), Episode Director (ep 1, 6, 12, OP, ED)"
